ARTICLE LINK,PUBLISHED DATE (GMT),Date,PUBLISHER,TITLE,Sentiment,Score
https://news.google.com/__i/rss/rd/articles/CBMibGh0dHBzOi8vd3d3Lndzai5jb20vYXJ0aWNsZXMvZmVkcy1qZXJvbWUtcG93ZWxsLXNldC10by1zcGVhay1vbi1lY29ub21pYy1vdXRsb29rLWF0LWphY2tzb24taG9sZS0xMTY2MTQ3NjA1OdIBAA?oc=5,8/26/2022 9:30,8/26/2022,Google News,Fedâ€™s Jerome Powell Set to Speak on Economic Outlook at Jackson Hole - The Wall Street Journal,positive,1
https://news.google.com/__i/rss/rd/articles/CBMidGh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS91cy1uZXdzLzIwMjIvYXVnLzI2L2ZpcnN0LXRoaW5nLWNhbGlmb3JuaWEtdG8tYmFuLXNhbGVzLW9mLW5ldy1nYXNvbGluZS1wb3dlcmVkLXZlaGljbGVz0gEA?oc=5,8/26/2022 11:18,8/26/2022,Google News,First Thing: California to ban sales of new gasoline-powered vehicles - The Guardian US,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiXGh0dHBzOi8vd3d3LmZveGJ1c2luZXNzLmNvbS9saWZlc3R5bGUvd2FzaGluZ3Rvbi1tYXNzYWNodXNldHRzLWNhbGlmb3JuaWFzLWdhcy1jYXItc2FsZXMtYmFu0gEA?oc=5,8/26/2022 11:24,8/26/2022,Google News,Washington and Massachusetts to follow California's gas car sales ban - Fox Business,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiS2h0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS9idXNpbmVzcy8yMDIyLzA4LzI2L2ZlZC1wb3dlbGwtamFja3Nvbi1ob2xlL9IBAA?oc=5,8/26/2022 12:08,8/26/2022,Google News,"Powell Jackson Hole speech to discuss inflation, Fed rate hikes - The Washington Post",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiXmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL3VrL2JyaXRpc2gtZW5lcmd5LXByaWNlLWNhcC1yaXNlLTgwLTM1NDktcG91bmRzLXllYXItMjAyMi0wOC0yNi_SAQA?oc=5,8/26/2022 13:54,8/26/2022,Google News,British household energy bills to jump 80% to over $4000 a year - Reuters UK,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiR2h0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOC8yNi9lY29ub215L3VzLXBjZS1qdWx5LWluZmxhdGlvbi9pbmRleC5odG1s0gEA?oc=5,8/26/2022 13:59,8/26/2022,Google News,This closely watched inflation measure showed some cooling in July - CNN,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9QmpfM2R0RTZSS0nSAQA?oc=5,8/26/2022 14:10,8/26/2022,Google News,Watch Live: Fed Chairman Powell Speaks at Jackson Hole Symposium | WSJ - Wall Street Journal,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMibGh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDgvMjYvZm9yZC1tdXN0YW5nLW1hY2gtZS1wcmljZS1oaWtlZC1ieS1hcy1tdWNoLWFzLTg0NzUtZHVlLXRvLWJhdHRlcnktY29zdHMuaHRtbNIBAA?oc=5,8/26/2022 14:59,8/26/2022,Google News,"Ford hikes price of electric Mustang Mach-E by as much as $8,475 due to â€˜significantâ€™ battery cost increases - CNBC",negative,0
https://news.google.com/__i/rss/rd/articles/CBMiUGh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjIvMDgvMjYvYnVzaW5lc3MvZWNvbm9teS9qZXJvbWUtcG93ZWxsLWluZmxhdGlvbi5odG1s0gEA?oc=5,8/26/2022 15:07,8/26/2022,Google News,Jerome Powell Warns That the War on Inflation May Be Painful - The New York Times,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiUGh0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS9idXNpbmVzcy8yMDIyLzA4LzI2L21vZGVybmEtcGZpemVyLWNvdmlkLWxhd3N1aXQv0gEA?oc=5,8/26/2022 15:09,8/26/2022,Google News,Moderna sues Pfizer and BioNTech over coronavirus vaccine patent - The Washington Post,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiP2h0dHBzOi8vd3d3LmZ0LmNvbS9jb250ZW50L2YyYTZkOWFjLTI0ZGUtNGUxMC04ZmQ2LTkyNGU4YTQ1YjA0N9IBAA?oc=5,8/26/2022 17:11,8/26/2022,Google News,Jay Powell says Fed will 'keep at it' in hawkish inflation speech - Financial Times,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiRGh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjIvMDgvMjYvYnVzaW5lc3MvdWstZW5lcmd5LXByaWNlLWNhcC5odG1s0gEA?oc=5,8/26/2022 19:06,8/26/2022,Google News,"U.K. Energy Price Cap to Rise 80%, Regulator Says - The New York Times",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOC8yNi9oZWFsdGgvbW9kZXJuYS1wZml6ZXItbXJuYS1wYXRlbnQtbGF3c3VpdC9pbmRleC5odG1s0gFXaHR0cHM6Ly9hbXAuY25uLmNvbS9jbm4vMjAyMi8wOC8yNi9oZWFsdGgvbW9kZXJuYS1wZml6ZXItbXJuYS1wYXRlbnQtbGF3c3VpdC9pbmRleC5odG1s?oc=5,8/26/2022 19:46,8/26/2022,Google News,Moderna files patent infringement lawsuits against Pfizer and BioNTech over mRNA Covid-19 vaccines - CNN,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvZXVyb3BlL2Z1dHVyZXMtZWJiLXBvd2VsbHMtc3BlZWNoLW5lYXJzLTIwMjItMDgtMjYv0gEA?oc=5,8/26/2022 20:01,8/26/2022,Google News,Wall Street ends well down as Powell's speech affirms hawkish rate stance - Reuters,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiV2h0dHBzOi8vd3d3LmVuZ2FkZ2V0LmNvbS9mb3JkLW11c3RhbmctbWFjaC1lLW9yZGVycy1vcGVuLTIwMjMtbW9kZWwteWVhci0yMDMxMzA1MTcuaHRtbNIBAA?oc=5,8/26/2022 20:34,8/26/2022,Google News,Ford will open Mustang Mach-E orders for the 2023 model year next week - Engadget,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiTmh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjIvMDgvMjYvYnVzaW5lc3MvbW9kZXJuYS1jb3ZpZC12YWNjaW5lLWxhd3N1aXQuaHRtbNIBAA?oc=5,8/26/2022 21:24,8/26/2022,Google News,Moderna Sues Pfizer and BioNTech Over Covid Vaccine Technology - The New York Times,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiWmh0dHBzOi8vYWJjbmV3cy5nby5jb20vQnVzaW5lc3Mvc3RhdGVzLWJhbm5pbmctc2FsZS1nYXMtcG93ZXJlZC12ZWhpY2xlcy9zdG9yeT9pZD04ODg5NTM3MtIBXmh0dHBzOi8vYWJjbmV3cy5nby5jb20vYW1wL0J1c2luZXNzL3N0YXRlcy1iYW5uaW5nLXNhbGUtZ2FzLXBvd2VyZWQtdmVoaWNsZXMvc3Rvcnk_aWQ9ODg4OTUzNzI?oc=5,8/26/2022 23:15,8/26/2022,Google News,States banning the sale of new gas-powered vehicles - ABC News,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9eUxkQTRPaV9GZ3fSAQA?oc=5,8/26/2022 23:33,8/26/2022,Google News,Stocks plunge after Fed Chief Jerome Powell signals another big rate hike is ahead - CNBC Television,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiTGh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS91cy1uZXdzLzIwMjIvYXVnLzI2L3dhc2hpbmd0b24tZ2FzLWNhci1iYW4tc2FsZXPSAQA?oc=5,8/27/2022 0:16,8/27/2022,Google News,"Washington state to ban sales of new gas cars by 2035, following California - The Guardian US",positive,1
https://news.google.com/__i/rss/rd/articles/CBMigAFodHRwczovL3d3dy5pbnZlc3RvcnMuY29tL21hcmtldC10cmVuZC9zdG9jay1tYXJrZXQtdG9kYXkvZG93LWpvbmVzLWZ1dHVyZXMtbWFya2V0LXJhbGx5LWZlZWxzLWZlZC1jaGllZi1wb3dlbGwtcGFpbi13aGF0LXRvLWRvL9IBAA?oc=5,8/27/2022 1:11,8/27/2022,Google News,Here's What To Do As Market Rally Feels Powell's 'Pain' - Investor's Business Daily,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9a3JCdHAxOEUyd0XSAQA?oc=5,8/27/2022 4:23,8/27/2022,Google News,"US: No sign of relief for millions of Americans, interest rates highest since 1980s | Latest | WION - WION",neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiaGh0dHBzOi8vd3d3Lm5wci5vcmcvMjAyMi8wOC8yNy8xMTE5MzYwMDMxL2NhbGlmb3JuaWEtZ2FzLWNhcnMtZWxlY3RyaWMtY2Fycy16ZXJvLWVtaXNzaW9uLWNsaW1hdGUtY2hhbmdl0gEA?oc=5,8/27/2022 9:00,8/27/2022,Google News,California wants to end sales of new gas cars by 2035. Here are 4 key roadblocks - NPR,negative,0
https://news.google.com/__i/rss/rd/articles/CBMiYGh0dHBzOi8vY29pbnRlbGVncmFwaC5jb20vbmV3cy9iaXRjb2luLXByaWNlLWJyaWVmbHktbG9zZXMtMjBrLW9uLWJ1bmNoLW9mLW5vdGhpbmctcG93ZWxsLXNwZWVjaNIBAA?oc=5,8/27/2022 10:41,8/27/2022,Google News,Bitcoin price briefly loses $20K on 'bunch of nothing' Powell speech - Cointelegraph,positive,1
https://news.google.com/__i/rss/rd/articles/CBMifmh0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9zdG9yeS93aGVyZS10by1oaWRlLWFzLXBvd2VsbC10YWxrcy1vZi1pbmZsaWN0aW5nLXNvbWUtcGFpbi1pbi1xdWVzdC10by10YW1lLWluZmxhdGlvbi0xMTY2MTU1MjYyNdIBAA?oc=5,8/27/2022 12:00,8/27/2022,Google News,"Fedâ€™s Powell sparked a 1,000-point rout in the Dow. Here's what investors should do next. - MarketWatch",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiZmh0dHBzOi8vd3d3LnBvbGl0aWNvLmV1L2FydGljbGUvbWV0YXMtZmFjZWJvb2stYWdyZWVzLXRvLXNldHRsZS1jYW1icmlkZ2UtYW5hbHl0aWNhLWRhdGEtcHJpdmFjeS1zdWl0L9IBAA?oc=5,8/27/2022 12:45,8/27/2022,Google News,Metaâ€™s Facebook agrees to settle Cambridge Analytica data privacy suit - POLITICO Europe,negative,0
https://news.google.com/__i/rss/rd/articles/CBMifWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvdXMvY2VudHJhbC1iYW5rcy13aWxsLWZhaWwtdGFtZS1pbmZsYXRpb24td2l0aG91dC1iZXR0ZXItZmlzY2FsLXBvbGljeS1zdHVkeS1zYXlzLTIwMjItMDgtMjcv0gEA?oc=5,8/27/2022 14:44,8/27/2022,Google News,"Central banks will fail to tame inflation without better fiscal policy, study says - Reuters",negative,0
https://news.google.com/__i/rss/rd/articles/CBMiZmh0dHBzOi8vd3d3LmZveGJ1c2luZXNzLmNvbS9wb2xpdGljcy9jYWxpZm9ybmlhLWdhcy1jYXItYmFuLXdpbGwtYXBwbHktdG8tdmlyZ2luaWEtdG9vLWR1ZS10by0yMDIxLWxhd9IBAA?oc=5,8/27/2022 16:53,8/27/2022,Google News,"California gas car ban will apply to Virginia, too, due to 2021 law - Fox Business",negative,0
https://news.google.com/__i/rss/rd/articles/CBMilgFodHRwczovL3d3dy5tYXJrZXR3YXRjaC5jb20vc3Rvcnkvc2hyaW5raW5nLXRoZS1mZWRzLWJhbGFuY2Utc2hlZXQtc2hlZXQtaXMtbm90LWxpa2VseS10by1iZS1hLWJlbmlnbi1wcm9jZXNzLW5ldy1qYWNrc29uLWhvbGUtc3R1ZHktd2FybnMtMTE2NjE2MjQ4ODfSAQA?oc=5,8/27/2022 18:28,8/27/2022,Google News,"Shrinking the Fed's balance sheet sheet is not likely to be a benign process, new Jackson Hole study warns - MarketWatch",negative,0
https://news.google.com/__i/rss/rd/articles/CBMiV2h0dHBzOi8vd3d3Lm5ld3M0amF4LmNvbS9tb25leS8yMDIyLzA4LzI3L2lzLXRoZS1ob3VzaW5nLW1hcmtldC1oaXR0aW5nLWJvdHRvbS1mb3Itbm93L9IBAA?oc=5,8/27/2022 19:24,8/27/2022,Google News,Is the housing market hitting bottom for now? - WJXT News4JAX,positive,1
https://news.google.com/__i/rss/rd/articles/CBMibmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIyLTA4LTI3L3RvcC1jZW50cmFsLWJhbmtlcnMtZGVsaXZlci1oYXdraXNoLW1lc3NhZ2UtYXQtamFja3Nvbi1ob2xl0gEA?oc=5,8/27/2022 21:00,8/27/2022,Google News,Top Central Bankers Deliver Hawkish Message at Jackson Hole - Bloomberg,positive,1
https://news.google.com/__i/rss/rd/articles/CBMifGh0dHBzOi8vZm9ydHVuZS5jb20vMjAyMi8wOC8yOC93aGF0LWlzLXF1aWV0LXF1aXR0aW5nLWZpcmluZy1kdW1waW5nLXBhc3NpdmUtYWdncmVzc2lvbi10cmVuZC1odXJ0aW5nLWNhcmVlcnMtcmVsYXRpb25zaGlwcy_SAQA?oc=5,8/28/2022 10:00,8/28/2022,Google News,"Quiet quitting, firing, even dumping: Americans are falling in love with passive aggression and itâ€™s hurting our careers, relationships, and mental health - Fortune",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiZmh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDgvMjgvZXYtbWFrZXJzLWZhY2UtY2FzaC1zcXVlZXplLWFtaWQtc29hcmluZy1iYXR0ZXJ5LXByb2R1Y3Rpb24tY29zdHMuaHRtbNIBamh0dHBzOi8vd3d3LmNuYmMuY29tL2FtcC8yMDIyLzA4LzI4L2V2LW1ha2Vycy1mYWNlLWNhc2gtc3F1ZWV6ZS1hbWlkLXNvYXJpbmctYmF0dGVyeS1wcm9kdWN0aW9uLWNvc3RzLmh0bWw?oc=5,8/28/2022 11:00,8/28/2022,Google News,Cash is king for EV makers as soaring battery prices drive up vehicle production costs - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMicWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIyLTA4LTI4Ly1hLWxvdC1vZi1yZWQtcG93ZWxsLXMtaGF3a2lzaC1waXZvdC10by1yb2lsLWFzaWFuLW1hcmtldC1vcGVu0gEA?oc=5,8/28/2022 11:38,8/28/2022,Google News,Stocks Face Another Sharp Slide After Powell's Hawkish Pivot - Bloomberg,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDgvMjgvd2hlcmUtYW1hem9uLWlzLWhlYWRpbmctaW4taGVhbHRoLWFmdGVyLXRoZS1hbWF6b24tY2FyZS1mYWlsdXJlLmh0bWzSAQA?oc=5,8/28/2022 13:30,8/28/2022,Google News,Where Amazon is heading in health after the Amazon Care failure - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMidmh0dHBzOi8vZm9ydHVuZS5jb20vMjAyMi8wOC8yOC9vZGRzLW9mLWZhbGxpbmctaG9tZS1wcmljZXMtYnktaG91c2luZy1tYXJrZXQtYXMtdG9sZC1ieS1vbmUtaW50ZXJhY3RpdmUtbWFwLWNvcmVsb2dpYy_SAXpodHRwczovL2ZvcnR1bmUuY29tLzIwMjIvMDgvMjgvb2Rkcy1vZi1mYWxsaW5nLWhvbWUtcHJpY2VzLWJ5LWhvdXNpbmctbWFya2V0LWFzLXRvbGQtYnktb25lLWludGVyYWN0aXZlLW1hcC1jb3JlbG9naWMvYW1wLw?oc=5,8/28/2022 13:32,8/28/2022,Google News,"Revised: Odds of falling home prices in your local housing market, as told by one interactive map - Fortune",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiggFodHRwczovL25ld3MuYml0Y29pbi5jb20vbWFya2V0LXN0cmF0ZWdpc3QtZXhwZWN0cy1zdG9jay1tYXJrZXQtdG8tZHJvcC01MC1mcm9tLWhlcmUtc2F5cy10aGVyZXMtZ29pbmctdG8tYmUtbm8tbWlkZGxlLWNsYXNzLWxlZnQv0gEA?oc=5,8/28/2022 14:33,8/28/2022,Google News,"Market Strategist Expects Stock Market to Drop 50% From Here, Says There's 'Going to Be No Middle Class Left' â€“ Finance Bitcoin News - Bitcoin News",negative,0
https://news.google.com/__i/rss/rd/articles/CBMiXWh0dHBzOi8vd3d3LmZveGJ1c2luZXNzLmNvbS9wb2xpdGljcy9zZW4td2FycmVuLXdvcnJpZWQtZmVkZXJhbC1yZXNlcnZlLXRpcC1lY29ub215LXJlY2Vzc2lvbtIBAA?oc=5,8/28/2022 15:12,8/28/2022,Google News,Sen. Warren â€˜very worriedâ€™ the Federal Reserve â€˜is going to tip this economy into recessionâ€™ - Fox Business,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiYWh0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOC8yOC9wb2xpdGljcy9lbGl6YWJldGgtd2FycmVuLWplcm9tZS1wb3dlbGwtcmVjZXNzaW9uLWNubnR2L2luZGV4Lmh0bWzSAWVodHRwczovL2FtcC5jbm4uY29tL2Nubi8yMDIyLzA4LzI4L3BvbGl0aWNzL2VsaXphYmV0aC13YXJyZW4tamVyb21lLXBvd2VsbC1yZWNlc3Npb24tY25udHYvaW5kZXguaHRtbA?oc=5,8/28/2022 15:29,8/28/2022,Google News,Warren slams Jerome Powell over interest rate comments: 'I'm very worried that the Fed is going to tip this economy into recession' - CNN,negative,0
https://news.google.com/__i/rss/rd/articles/CBMiUmh0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOC8yOC9pbnZlc3RpbmcvcGFuZGVtaWMtd2lubmVycy10dXJuZWQtbG9zZXJzL2luZGV4Lmh0bWzSAQA?oc=5,8/28/2022 16:20,8/28/2022,Google News,Layoffs. Losses. Plunging share prices. These pandemic winners are now struggling - CNN,positive,1
https://news.google.com/__i/rss/rd/articles/CBMia2h0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL2hlYXRpbmctb2lsLWRpZXNlbC1pbnZlbnRvcmllcy1sb3ctaW4tbm9ydGhlYXN0LTE5MmY5OThjMjliY2IwNWZkMGZjZDRmNjgwZjFmYWY20gEA?oc=5,8/28/2022 16:41,8/28/2022,Google News,Low fuel inventories cause special concern in US Northeast - The Associated Press - en EspaÃ±ol,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiSGh0dHBzOi8vd3d3LnlhaG9vLmNvbS9uZXdzL2VsaXphYmV0aC13YXJyZW4tc2F5cy1zaGUtdmVyeS0xNzEwMjcxMTguaHRtbNIBUWh0dHBzOi8vbmV3cy55YWhvby5jb20vYW1waHRtbC9uZXdzL2VsaXphYmV0aC13YXJyZW4tc2F5cy1zaGUtdmVyeS0xNzEwMjcxMTguaHRtbA?oc=5,8/28/2022 17:10,8/28/2022,Google News,Elizabeth Warren says she is 'very worried' the Federal Reserve is leading the US into a recession by hiking up interest rates - Yahoo! Voices,negative,0
https://news.google.com/__i/rss/rd/articles/CBMiY2h0dHBzOi8vd3d3LmZveGJ1c2luZXNzLmNvbS9wb2xpdGljcy9nb3YtZ2xlbm4teW91bmdraW4tdm93cy1zdG9wLXJpZGljdWxvdXMtc3RhdGUtYmFuLWdhcy12ZWhpY2xlc9IBAA?oc=5,8/28/2022 17:39,8/28/2022,Google News,Gov. Glenn Youngkin vows to stop 'ridiculous' state ban on gas vehicles - Fox Business,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiP2h0dHBzOi8vd3d3LmZ0LmNvbS9jb250ZW50L2I3MWUyNTlmLWYyZjAtNGUyNS1iZDIyLTBkYmQwZjM0NDY0M9IBAA?oc=5,8/28/2022 20:00,8/28/2022,Google News,"Global economy faces greatest challenge in decades, policymakers warn - Financial Times",positive,1
https://news.google.com/__i/rss/rd/articles/CBMigAFodHRwczovL3d3dy5ibG9vbWJlcmcuY29tL25ld3MvYXJ0aWNsZXMvMjAyMi0wOC0yOC8taW5mbGF0aW9uLWZldmVyLWlzLWZpbmFsbHktYnJlYWtpbmctYnV0LWNlbnRyYWwtYmFua3Mtd29uLXQtc3RvcC1oaWtpbmctcmF0ZdIBAA?oc=5,8/28/2022 21:30,8/28/2022,Google News,Inflation Fever' Is Finally Breaking â€” But Central Banks Won't Stop Hiking Rates - Bloomberg,negative,0
https://news.google.com/__i/rss/rd/articles/CBMiamh0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9zdG9yeS9iaXRjb2luLXNsaXBzLWJlbG93LTIwLTAwMC1mb2xsb3dpbmctcG93ZWxscy1oYXdraXNoLXJlbWFya3MtMTE2NjE3MjM2OTHSAQA?oc=5,8/28/2022 21:54,8/28/2022,Google News,"Bitcoin slips below $20,000 following Powell's hawkish remarks - MarketWatch",positive,1
https://news.google.com/__i/rss/rd/articles/CBMicWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvdXMvc2VuYXRvci13YXJyZW4td29ycmllcy10aGF0LWZlZC13aWxsLXRpcC11cy1lY29ub215LWludG8tcmVjZXNzaW9uLTIwMjItMDgtMjgv0gEA?oc=5,8/28/2022 21:57,8/28/2022,Google News,Senator Warren worries that Fed will tip U.S. economy into recession - Reuters,positive,1
https://news.google.com/__i/rss/rd/articles/CBMijwFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vd29ybGQtbmV3cy9lbG9uLW11c2stcy1tb3RoZXItcmV2ZWFscy1zaGUtc2xlZXBzLWluLWdhcmFnZS13aGVuLXNoZS12aXNpdHMtaGVyLXNvbi1pbi10ZXhhcy0xMDE2NjE3Mjg5Mjk1MDYuaHRtbNIBAA?oc=5,8/28/2022 23:24,8/28/2022,Google News,Elon Musk's mother reveals she sleeps in garage when she visits her son in Texas - Hindustan Times,positive,1
https://news.google.com/__i/rss/rd/articles/CBMihwFodHRwczovL3d3dy50aGVndWFyZGlhbi5jb20vYnVzaW5lc3MvMjAyMi9hdWcvMjkvdHdvLWFpci1mcmFuY2UtcGlsb3RzLXN1c3BlbmRlZC1hZnRlci1maWdodC1pbi1jb2NrcGl0LXByb21wdHMtY2FiaW4tY3Jldy10by1pbnRlcnZlbmXSAQA?oc=5,8/29/2022 1:04,8/29/2022,Google News,Two Air France pilots suspended after fight in cockpit prompts cabin crew to intervene - The Guardian,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiamh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDgvMjkvYXNpYS1tYXJrZXRzLWplcm9tZS1wb3dlbGwtamFja3Nvbi1ob2xlLWNoaW5hLWluZHVzdHJpYWwtcHJvZml0cy1kcm9wLmh0bWzSAQA?oc=5,8/29/2022 2:45,8/29/2022,Google News,Japan's Nikkei leads losses as Asia markets drop after Powell's Jackson Hole speech - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiWWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDgvMjgvc3RvY2stbWFya2V0LW5ld3MtZnV0dXJlcy1vcGVuLXRvLWNsb3NlLWxpdmUtdXBkYXRlcy5odG1s0gEA?oc=5,8/29/2022 4:21,8/29/2022,Google News,Dow futures sink around 200 points as Friday's rout on Wall Street looks set to continue - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiZ2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDgvMjkvdXMtYm9uZHMtaW4tZm9jdXMtYWZ0ZXItcG93ZWxsLXNpZ25hbHMtZnVydGhlci1pbnRlcmVzdC1yYXRlLWhpa2VzLmh0bWzSAQA?oc=5,8/29/2022 8:23,8/29/2022,Google News,U.S. Treasury yields rise after Fed Chair Powell signals further interest rate hikes - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMie2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDgvMjkvYml0Y29pbi1kcm9wcy1iZWxvdy0yMDAwMC10by1sb3dlc3QtbGV2ZWwtc2luY2UtbWlkLWp1bHktYXMtaW52ZXN0b3JzLWR1bXAtcmlzay1hc3NldHMuaHRtbNIBAA?oc=5,8/29/2022 11:53,8/29/2022,Google News,"Bitcoin drops below $20,000 to lowest level since mid-July as investors dump risk assets - CNBC",neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMibGh0dHBzOi8vd3d3Lndzai5jb20vYXJ0aWNsZXMvaG9uZGEtbGctZW5lcmd5LXBsYW4tbXVsdGliaWxsaW9uLWRvbGxhci1ldi1iYXR0ZXJ5LWZhY3RvcnktaW4tb2hpby0xMTY2MTc1ODM4OdIBAA?oc=5,8/29/2022 13:06,8/29/2022,Google News,"Honda, LG Energy Plan $4.4 Billion EV Battery Factory in U.S. - The Wall Street Journal",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9dzd4TFhqby1iLWPSAQA?oc=5,8/29/2022 13:08,8/29/2022,Google News,"Fed Chair Powell finally sent markets the right message, says Mohamed El-Erian - CNBC Television",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiXGh0dHBzOi8vc3Rvcmllcy5zdGFyYnVja3MuY29tL3ByZXNzLzIwMjIvc3RhcmJ1Y2tzLXB1bXBraW4tc3BpY2UtbGF0dGUtcmV0dXJucy1vbi1hdWd1c3QtMzAv0gEA?oc=5,8/29/2022 13:08,8/29/2022,Google News,Starbucks Pumpkin Spice Latte Returns on Aug. 30 - Starbucks Stories,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiVWh0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOC8yOS9idXNpbmVzcy9zdGFyYnVja3MtcHVtcGtpbi1zcGljZS1sYXR0ZS0yMDIyL2luZGV4Lmh0bWzSAQA?oc=5,8/29/2022 13:24,8/29/2022,Google News,Starbucks' Pumpkin Spice Latte is coming back at a higher price - CNN,positive,1
https://news.google.com/__i/rss/rd/articles/CBMia2h0dHBzOi8vd3d3Lm5kdHYuY29tL2luZGlhLW5ld3MvbXVrZXNoLWFtYmFuaS1vdXRsaW5lcy13aGF0LWhpcy0zLWNoaWxkcmVuLXdpbGwtb3ZlcnNlZS1pbi1yZWxpYW5jZS0zMjk3MzE50gEA?oc=5,8/29/2022 13:29,8/29/2022,Google News,Mukesh Ambani Outlines What His 3 Children Will Oversee In Reliance - NDTV,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiS2h0dHBzOi8vd3d3LmRlbGlzaC5jb20vZm9vZC1uZXdzL2E0MTAwMzc3Mi9zdGFyYnVja3MtZmFsbC1saW5ldXAtYXZhaWxhYmxlL9IBAA?oc=5,8/29/2022 13:51,8/29/2022,Google News,Starbucks' New Fall Menu Is Officially Here - Delish,positive,1
